Order_ID,Order_Date,Customer_ID,Age_Group,Region,Acquisition_Channel,Device_Type,Category,Product_Name,Unit_Price,Quantity,Discount_Pct,Discount_Amount,Total_Before_Discount,Total_After_Discount,Payment_Method,Delivery_Days,Is_Returned,Return_Reason,Rating
ORD10359,2023-02-04,CUST00538,18-25,South,Organic Search,Mobile,Beauty,Shampoo,353.63,1,0,0.0,353.63,353.63,COD,1,No,,5.0
ORD10360,2023-12-29,CUST00664,36-45,East,Social Media,Desktop,Electronics,Smartphone,47417.23,2,0,0.0,94834.46,94834.46,Wallet,2,Yes,Wrong Item,3.0
ORD10361,2023-12-21,CUST00800,18-25,North,Social Media,Desktop,Electronics,Smart Watch,18608.52,3,20,11165.11,55825.56,44660.45,Debit Card,6,No,,5.0
ORD10362,2023-04-02,CUST00935,26-35,East,Email,Mobile,Books,Fiction Novel,371.27,2,20,148.51,742.54,594.03,Net Banking,8,Yes,Changed Mind,4.2
ORD10363,2023-03-19,CUST00589,18-25,West,Direct,Mobile,Clothing,T-Shirt,1412.76,4,10,565.1,5651.04,5085.94,COD,6,No,,5.0
ORD10364,2023-10-18,CUST00411,18-25,East,Organic Search,Desktop,Clothing,T-Shirt,699.75,4,0,0.0,2799.0,2799.0,UPI,9,No,,3.2
ORD10365,2023-12-05,CUST00400,46-55,West,Direct,Mobile,Beauty,Shampoo,264.8,1,20,52.96,264.8,211.84,Debit Card,4,No,,4.9
ORD10366,2023-09-08,CUST00832,26-35,North,Email,Mobile,Electronics,Laptop,32282.81,5,5,8070.7,161414.05,153343.35,Debit Card,7,Yes,Not as Described,1.9
ORD10367,2023-10-24,CUST00038,36-45,South,Organic Search,Mobile,Toys,Puzzle,795.88,-3,0,0.0,3979.4,3979.4,Wallet,4,No,,4.0
ORD10368,2023-11-09,CUST00117,26-35,West,Social Media,Tablet,Electronics,Earbuds,4193.33,1,25,1048.33,4193.33,3145.0,Wallet,3,No,,5.0
ORD10369,2023-06-14,CUST00608,18-25,South,Direct,Desktop,Books,Textbook,593.28,5,0,0.0,2966.4,2966.4,COD,4,No,,4.6
ORD10370,2023-03-10,CUST00162,18-25,Central,Social Media,Desktop,Clothing,Jacket,2218.22,-1,0,0.0,11091.1,11091.1,Wallet,2,No,,3.5
ORD10371,2023-11-24,CUST00422,26-35,West,Referral,Mobile,Toys,Doll,1477.01,2,0,0.0,2954.02,2954.02,Wallet,5,No,,3.4
ORD10372,2023-04-09,CUST00884,36-45,South,Social Media,Mobile,Toys,Remote Car,1913.13,1,5,95.66,1913.13,1817.47,Debit Card,2,No,,5.0
ORD10373,2023-04-01,CUST00045,18-25,Central,Email,Mobile,Electronics,Laptop,91671.94,4,25,91671.94,366687.76,275015.82,Credit Card,3,No,,3.8
ORD10374,2023-01-15,CUST00456,36-45,East,Paid Ads,Mobile,Beauty,Face Cream,1402.32,2,0,0.0,2804.64,2804.64,UPI,8,No,,4.5
ORD10375,2023-07-12,CUST00056,46-55,West,Social Media,Mobile,Clothing,T-Shirt,508.25,4,5,101.65,2033.0,1931.35,Net Banking,4,Yes,Changed Mind,4.3
ORD10376,2023-06-21,CUST00477,26-35,Central,Paid Ads,Tablet,Beauty,Shampoo,560.81,3,5,84.12,1682.43,1598.31,COD,3,Yes,Defective,3.9
ORD10377,2023-07-30,CUST00222,36-45,South,Paid Ads,Desktop,Clothing,Kurta,2437.29,2,0,0.0,4874.58,4874.58,Net Banking,9,No,,4.4
ORD10378,2023-10-21,CUST00752,36-45,North,Email,Desktop,Sports,Cricket Bat,5459.11,5,0,0.0,27295.55,27295.55,Debit Card,1,No,,5.0
ORD10379,2023-03-09,CUST00664,55+,West,Referral,Tablet,Electronics,Tablet,,4,5,9530.79,190615.72,181084.93,COD,6,No,,4.7
ORD10380,2023-04-05,CUST00643,18-25,West,Social Media,Tablet,Electronics,Smart Watch,10347.69,2,20,4139.08,20695.38,16556.3,COD,6,No,,4.0
ORD10381,2023-01-29,CUST00691,26-35,North,Social Media,Desktop,Sports,Badminton Set,2506.75,1,15,376.01,2506.75,2130.74,Debit Card,9,No,,4.0
ORD10382,2023-03-12,CUST00962,36-45,South,Social Media,Desktop,Beauty,Serum,2232.67,5,5,558.17,11163.35,10605.18,UPI,6,No,,4.7
ORD10383,2023-06-26,CUST00540,46-55,East,Email,Tablet,Sports,Cycle,11928.63,1,15,1789.29,11928.63,10139.34,UPI,8,No,,4.6
ORD10384,2023-02-11,CUST00112,18-25,South,Referral,Tablet,Toys,LEGO Set,1941.77,4,0,0.0,7767.08,7767.08,Credit Card,7,No,,3.5
ORD10385,2023-08-31,CUST00756,36-45,South,Referral,Tablet,Home & Kitchen,Curtains,3902.64,5,0,0.0,19513.2,19513.2,UPI,6,No,,5.0
ORD10386,2023-10-31,CUST00136,46-55,East,Social Media,Mobile,Books,Biography,438.54,3,25,328.9,1315.62,986.72,Debit Card,9,No,,3.4
ORD10387,2023-12-31,CUST00997,18-25,South,Paid Ads,Mobile,Home & Kitchen,Bedsheet,1639.82,2,0,0.0,3279.64,3279.64,Credit Card,9,No,,4.2
ORD10388,2023-04-05,CUST00353,18-25,North,Organic Search,Desktop,Home & Kitchen,Cookware Set,2195.6,3,15,988.02,6586.8,5598.78,Net Banking,4,No,,4.7
ORD10389,2023-01-03,CUST00340,36-45,Central,Direct,Mobile,Toys,Board Game,2869.47,3,0,0.0,8608.41,8608.41,COD,9,No,,4.2
ORD10390,2023-01-21,CUST00633,46-55,South,Referral,Tablet,Beauty,Lipstick,538.68,1,25,134.67,538.68,404.01,Debit Card,3,No,,4.1
ORD10391,2023-12-13,CUST00404,18-25,East,Email,Mobile,Toys,Remote Car,1426.29,1,25,356.57,1426.29,1069.72,Wallet,2,No,,4.1
ORD10392,2023-05-26,CUST00090,26-35,West,Social Media,Mobile,Toys,Doll,928.37,3,0,0.0,2785.11,2785.11,Wallet,6,No,,5.0
ORD10393,2023-03-15,CUST00889,26-35,West,Organic Search,Mobile,Books,Comic,141.87,5,0,0.0,709.35,709.35,Net Banking,4,No,,3.8
ORD10394,2023-12-30,CUST00391,26-35,Central,Social Media,Desktop,Beauty,Perfume,2365.31,5,25,2956.64,11826.55,8869.91,COD,10,No,,4.3
ORD10395,2023-05-15,CUST00855,36-45,South,Email,Tablet,Beauty,Lipstick,424.52,1,0,0.0,424.52,424.52,Wallet,5,No,,4.4
ORD10396,2023-02-04,CUST00890,26-35,East,Referral,Tablet,Clothing,T-Shirt,355.16,3,25,266.37,1065.48,799.11,COD,10,No,,3.1
ORD10397,2023-06-13,CUST00139,26-35,East,Organic Search,Desktop,Electronics,Earbuds,1232.81,1,0,0.0,1232.81,1232.81,UPI,8,No,,3.5
ORD10398,2023-11-03,CUST00702,36-45,Central,Referral,Desktop,Sports,Yoga Mat,1527.73,2,0,0.0,3055.46,3055.46,Debit Card,3,No,,5.0
ORD10399,2023-07-30,CUST00167,18-25,Central,Referral,Tablet,Electronics,Laptop,76635.37,3,25,57476.53,229906.11,172429.58,COD,6,No,,2.9
ORD10400,2023-08-24,CUST00320,36-45,Central,Social Media,Mobile,Toys,Puzzle,1126.31,1,20,225.26,1126.31,901.05,Wallet,2,Yes,Wrong Item,4.8
ORD10401,2023-03-07,CUST00315,18-25,North,Organic Search,Mobile,Home & Kitchen,Air Fryer,9700.14,1,5,485.01,9700.14,9215.13,Net Banking,3,No,,3.6
ORD10402,2023-12-04,CUST00045,18-25,Central,Paid Ads,Tablet,Toys,Doll,372.28,1,0,0.0,372.28,372.28,Debit Card,9,No,,2.3
ORD10403,2023-10-24,CUST00876,26-35,North,Referral,Mobile,Clothing,Saree,1010.67,2,10,202.13,2021.34,1819.21,COD,6,No,,4.3
ORD10404,2023-02-20,CUST00715,36-45,East,Email,Desktop,Clothing,Jeans,2910.66,2,0,0.0,5821.32,5821.32,Debit Card,4,No,,4.5
ORD10405,2023-08-27,CUST00508,36-45,East,Email,Mobile,Sports,Cricket Bat,3037.89,3,0,0.0,9113.67,9113.67,Net Banking,2,No,,3.3
ORD10406,2023-04-26,CUST00878,18-25,South,Organic Search,Tablet,Home & Kitchen,Curtains,2721.25,3,25,2040.94,8163.75,6122.81,Net Banking,9,No,,4.8
ORD10407,2023-03-03,CUST00712,36-45,North,Social Media,Mobile,Beauty,Face Cream,715.28,5,0,0.0,3576.4,3576.4,UPI,3,No,,3.9
ORD10408,2023-04-30,CUST00596,36-45,East,Email,Tablet,Clothing,Kurta,2172.46,4,0,0.0,8689.84,8689.84,COD,7,No,,3.8
ORD10409,2023-02-25,CUST00510,26-35,North,Email,Tablet,Books,Comic,253.42,2,25,126.71,506.84,380.13,Credit Card,2,No,,5.0
ORD10410,2023-06-05,CUST00533,36-45,West,Referral,Desktop,Clothing,Jacket,4022.92,3,0,0.0,12068.76,12068.76,COD,10,No,,4.1
ORD10411,2023-03-02,CUST00874,26-35,East,Direct,Mobile,Home & Kitchen,Cookware Set,4506.41,1,20,901.28,4506.41,3605.13,Net Banking,7,No,,2.8
ORD10412,2023-02-26,CUST00586,26-35,East,Email,Tablet,Books,Self Help,356.23,4,25,356.23,1424.92,1068.69,Net Banking,10,No,,3.3
ORD10413,2023-02-01,CUST00132,46-55,East,Email,Mobile,Sports,Dumbbells,4019.18,3,15,1808.63,12057.54,10248.91,Net Banking,1,No,,3.0
ORD10414,2023-05-07,CUST00068,46-55,North,Email,Tablet,Home & Kitchen,Bedsheet,1529.82,1,5,76.49,1529.82,1453.33,Net Banking,4,No,,2.5
ORD10415,2023-12-23,CUST00325,26-35,North,Direct,Tablet,Sports,Badminton Set,2763.38,3,0,0.0,8290.14,8290.14,Debit Card,8,No,,3.0
ORD10416,2023-11-11,CUST00868,55+,East,Organic Search,Desktop,Home & Kitchen,Curtains,2408.86,3,0,0.0,7226.58,7226.58,COD,5,No,,3.1
ORD10417,2023-10-31,CUST00581,46-55,East,Referral,Desktop,Books,Self Help,512.29,1,0,0.0,512.29,512.29,Net Banking,6,No,,4.4
ORD10418,2023-05-09,CUST00903,18-25,South,Direct,Tablet,Beauty,Serum,1214.72,4,20,971.78,4858.88,3887.1,Net Banking,10,No,,3.5
ORD10419,2023-09-25,CUST00152,26-35,West,Social Media,Mobile,Home & Kitchen,Cookware Set,5949.13,4,0,0.0,23796.52,23796.52,Wallet,4,No,,3.1
ORD10420,2023-05-12,CUST00029,26-35,West,Email,Tablet,Clothing,Jacket,2334.67,3,0,0.0,7004.01,7004.01,Credit Card,10,No,,4.0
ORD10421,2023-05-23,CUST00873,18-25,North,Social Media,Tablet,Clothing,Jeans,1181.78,1,10,118.18,1181.78,1063.6,UPI,9,No,,4.5
ORD10422,2023-12-10,CUST00242,18-25,Central,Referral,Desktop,Toys,LEGO Set,5502.87,4,15,3301.72,22011.48,18709.76,Net Banking,2,No,,4.8
ORD10423,2023-10-27,CUST00762,26-35,East,Email,Desktop,Electronics,Laptop,83983.92,3,15,37792.76,251951.76,214159.0,UPI,7,No,,2.7
ORD10424,2023-12-25,CUST00987,26-35,East,Social Media,Mobile,Toys,Puzzle,272.7,5,15,204.53,1363.5,1158.97,Wallet,2,No,,2.9
ORD10425,2023-05-10,CUST00655,55+,South,Email,Desktop,Sports,Yoga Mat,2182.95,1,5,109.15,2182.95,2073.8,Credit Card,9,No,,4.6
ORD10426,2023-04-18,CUST00786,36-45,West,Email,Tablet,Books,Textbook,881.42,2,10,176.28,1762.84,1586.56,Net Banking,3,No,,2.9
ORD10427,2023-12-24,CUST00361,26-35,North,Organic Search,Tablet,Toys,Remote Car,3095.64,1,0,0.0,3095.64,3095.64,Wallet,5,No,,2.8
ORD10428,2023-07-25,CUST00162,26-35,South,Referral,Tablet,Clothing,Jacket,4955.1,2,0,0.0,9910.2,9910.2,Net Banking,4,No,,3.9
ORD10429,2023-03-30,CUST00819,26-35,West,Referral,Mobile,Toys,Remote Car,2244.77,2,10,448.95,4489.54,4040.59,Credit Card,10,No,,4.3
ORD10430,2023-08-25,CUST00633,26-35,Central,Organic Search,Mobile,Electronics,Tablet,42355.33,2,0,0.0,84710.66,84710.66,Wallet,4,No,,4.2
ORD10431,2023-03-02,CUST00196,55+,West,Paid Ads,Desktop,Sports,Cycle,24333.98,4,25,24333.98,97335.92,73001.94,Debit Card,4,No,,3.8
ORD10432,2023-08-03,CUST00269,26-35,West,Organic Search,Mobile,Sports,Cricket Bat,5976.04,3,5,896.41,17928.12,17031.71,Net Banking,3,No,,4.4
ORD10433,2023-07-16,CUST00263,18-25,West,Social Media,Tablet,Clothing,Saree,7815.67,4,5,1563.13,31262.68,29699.55,Wallet,7,No,,4.5
ORD10434,2023-05-10,CUST00380,18-25,South,Referral,Desktop,Toys,Puzzle,1122.44,1,0,0.0,1122.44,1122.44,UPI,9,No,,3.7
ORD10435,2023-03-14,CUST00131,26-35,West,Social Media,Desktop,Books,Self Help,244.82,5,20,244.82,1224.1,979.28,COD,5,Yes,Defective,4.8
ORD10436,2023-06-11,CUST00674,36-45,South,Organic Search,Desktop,Toys,Remote Car,2454.31,4,0,0.0,9817.24,9817.24,UPI,8,No,,4.9
ORD10437,2023-08-15,CUST00575,26-35,North,Social Media,Mobile,Clothing,Jacket,3182.15,4,0,0.0,12728.6,12728.6,Debit Card,6,No,,5.0
ORD10438,2023-10-16,CUST00786,36-45,North,Social Media,Mobile,Toys,Remote Car,1378.1,2,10,275.62,2756.2,2480.58,UPI,10,No,,4.1
ORD10439,2023-06-15,CUST00851,36-45,North,Social Media,Mobile,Beauty,Face Cream,712.42,5,0,0.0,3562.1,3562.1,Wallet,3,Yes,Changed Mind,4.0
ORD10440,2023-04-19,CUST00762,18-25,South,Paid Ads,Desktop,Sports,Cycle,13122.89,5,0,0.0,65614.45,65614.45,Credit Card,1,No,,3.7
ORD10441,2023-11-28,CUST00503,46-55,Central,Paid Ads,Desktop,Electronics,Laptop,44664.66,4,10,17865.86,178658.64,160792.78,Wallet,3,No,,5.0
ORD10442,2023-07-18,CUST00433,46-55,North,Referral,Desktop,Electronics,Earbuds,2806.94,4,25,2806.94,11227.76,8420.82,Net Banking,8,No,,3.7
ORD10443,2023-09-27,CUST00448,18-25,East,Paid Ads,Tablet,Beauty,Shampoo,570.95,2,25,285.48,1141.9,856.42,Net Banking,9,Yes,Changed Mind,3.8
ORD10444,2023-09-20,CUST00738,36-45,Central,Organic Search,Mobile,Home & Kitchen,Cookware Set,1762.51,1,0,0.0,1762.51,1762.51,Wallet,2,No,,3.2
ORD10445,2023-01-24,CUST00722,26-35,Central,Social Media,Desktop,Beauty,Lipstick,379.55,2,20,151.82,759.1,607.28,Debit Card,2,No,,4.5
ORD10446,2023-12-11,CUST00014,18-25,Central,Direct,Desktop,Clothing,Jeans,695.55,5,10,347.77,3477.75,3129.98,UPI,2,No,,4.8
ORD10447,2023-02-14,CUST00196,18-25,South,Email,Tablet,Sports,Badminton Set,,4,10,586.3,5863.0,5276.7,Debit Card,3,No,,4.1
ORD10448,2023-02-14,CUST00120,18-25,West,Organic Search,Desktop,Beauty,Shampoo,433.26,5,5,108.31,2166.3,2057.99,COD,5,No,,4.5
ORD10449,2023-06-20,CUST00426,46-55,East,Organic Search,Desktop,Clothing,Jeans,1237.08,4,0,0.0,4948.32,4948.32,Net Banking,1,Yes,Changed Mind,4.7
ORD10450,2023-04-29,CUST00066,26-35,Central,Direct,Desktop,Books,Biography,575.07,5,25,718.84,2875.35,2156.51,Net Banking,1,No,,3.4
ORD10451,2023-08-29,CUST00520,26-35,West,Paid Ads,Desktop,Beauty,Lipstick,220.81,3,5,33.12,662.43,629.31,Wallet,6,No,,4.3
ORD10452,2023-03-24,CUST00495,18-25,West,Email,Desktop,Beauty,Lipstick,1159.8,3,25,869.85,3479.4,2609.55,Debit Card,10,No,,3.9
ORD10453,2023-05-14,CUST00179,46-55,West,Organic Search,Tablet,Clothing,Kurta,498.8,1,15,74.82,498.8,423.98,Debit Card,6,No,,3.7
ORD10454,2023-07-01,CUST00874,36-45,West,Email,Mobile,Electronics,Tablet,21204.78,3,15,9542.15,63614.34,54072.19,Credit Card,1,No,,2.4
ORD10455,2023-09-17,CUST00121,46-55,West,Referral,Desktop,Toys,Puzzle,992.55,1,0,0.0,992.55,992.55,Wallet,2,No,,3.4
ORD10456,2023-03-12,CUST00788,18-25,South,Organic Search,Desktop,Toys,LEGO Set,1771.48,3,15,797.17,5314.44,4517.27,UPI,2,No,,3.2
ORD10457,2023-09-29,CUST00142,46-55,Central,Direct,Desktop,Beauty,Lipstick,560.64,2,0,0.0,1121.28,1121.28,Credit Card,7,No,,4.3
ORD10458,2023-02-13,CUST00063,26-35,Central,Organic Search,Tablet,Books,Self Help,585.08,5,0,0.0,2925.4,2925.4,Wallet,6,No,,4.5
ORD10459,2023-12-15,CUST00739,36-45,Central,Paid Ads,Tablet,Toys,Puzzle,1464.46,-2,20,1171.57,5857.84,4686.27,Net Banking,9,No,,3.9
ORD10460,2023-12-24,CUST00203,46-55,South,Referral,Tablet,Books,Self Help,643.79,5,25,804.74,3218.95,2414.21,UPI,6,No,,4.2
ORD10461,2023-11-22,CUST00248,46-55,North,Social Media,Desktop,Clothing,T-Shirt,865.17,3,15,389.33,2595.51,2206.18,Wallet,3,Yes,Not as Described,3.2
ORD10462,2023-06-02,CUST00825,36-45,Central,Referral,Mobile,Sports,Dumbbells,1320.01,1,25,330.0,1320.01,990.01,UPI,10,No,,1.8
ORD10463,2023-07-13,CUST00108,26-35,North,Paid Ads,Tablet,Home & Kitchen,Bedsheet,2167.31,5,0,0.0,10836.55,10836.55,Net Banking,9,No,,4.7
ORD10464,2023-03-08,CUST00413,36-45,West,Direct,Desktop,Toys,Doll,439.31,1,20,87.86,439.31,351.45,Net Banking,8,No,,5.0
ORD10465,2023-03-15,CUST00729,26-35,South,Email,Desktop,Beauty,Lipstick,931.72,4,0,0.0,3726.88,3726.88,Credit Card,9,No,,4.6
ORD10466,2023-11-05,CUST00157,18-25,North,Paid Ads,Mobile,Beauty,Shampoo,763.65,3,0,0.0,2290.95,2290.95,COD,7,Yes,Not as Described,3.8
ORD10467,2023-04-21,CUST00501,18-25,West,Referral,Desktop,Books,Fiction Novel,571.57,3,10,171.47,1714.71,1543.24,COD,3,No,,3.9
ORD10468,2023-03-12,CUST00153,46-55,West,Email,Mobile,Books,Textbook,1650.16,4,0,0.0,6600.64,6600.64,Net Banking,9,No,,4.1
ORD10469,2023-11-27,CUST00725,18-25,North,Direct,Tablet,Home & Kitchen,Cookware Set,1752.01,4,10,700.8,7008.04,6307.24,Credit Card,2,No,,2.8
ORD10470,2023-09-01,CUST00185,55+,Central,Email,Mobile,Clothing,Kurta,1537.85,1,5,76.89,1537.85,1460.96,COD,9,No,,5.0
ORD10471,2023-01-12,CUST00425,18-25,North,Referral,Mobile,Sports,Dumbbells,2487.55,1,25,621.89,2487.55,1865.66,UPI,6,No,,5.0
ORD10472,2023-06-07,CUST00186,18-25,West,Social Media,Desktop,Clothing,Jeans,1138.89,1,0,0.0,1138.89,1138.89,Net Banking,7,No,,5.0
ORD10473,2023-09-10,CUST00395,55+,North,Email,Mobile,Toys,LEGO Set,1259.39,2,5,125.94,2518.78,2392.84,Net Banking,9,No,,4.7
ORD10474,2023-10-11,CUST00805,18-25,Central,Paid Ads,Mobile,Beauty,Shampoo,743.93,1,10,74.39,743.93,669.54,UPI,10,No,,4.0
ORD10475,2023-10-12,CUST00985,46-55,West,Social Media,Tablet,Sports,Cricket Bat,4910.12,5,20,4910.12,24550.6,19640.48,UPI,8,Yes,Changed Mind,9.7
ORD10476,2023-01-24,CUST00405,36-45,West,Paid Ads,Tablet,Toys,Doll,1998.71,2,10,399.74,3997.42,3597.68,COD,3,No,,3.4
ORD10477,2023-12-29,CUST00679,55+,North,Direct,Mobile,Toys,Remote Car,3628.58,3,10,1088.57,10885.74,9797.17,Wallet,8,No,,3.7
ORD10478,2023-07-31,CUST00552,18-25,West,Direct,Mobile,Electronics,Tablet,33826.45,1,0,0.0,33826.45,33826.45,UPI,9,No,,3.6
ORD10479,2023-04-01,CUST00380,55+,East,Paid Ads,Mobile,Toys,Doll,1706.69,3,20,1024.01,5120.07,4096.06,COD,1,No,,7.1
ORD10480,2023-09-10,CUST00215,18-25,East,Referral,Tablet,Beauty,Perfume,4137.87,2,5,413.79,8275.74,7861.95,Net Banking,6,Yes,Changed Mind,5.0
ORD10481,2023-02-03,CUST00067,18-25,East,Paid Ads,Tablet,Clothing,Kurta,806.92,5,0,0.0,4034.6,4034.6,Credit Card,10,No,,3.3
ORD10482,2023-01-02,CUST00962,26-35,Central,Email,Desktop,Beauty,Serum,1997.59,5,25,2496.99,9987.95,7490.96,UPI,7,No,,4.2
ORD10483,2023-05-23,CUST00324,18-25,North,Direct,Mobile,Sports,Yoga Mat,2267.6,2,0,0.0,4535.2,4535.2,Wallet,7,No,,3.9
ORD10484,2023-06-18,CUST00025,36-45,North,Email,Mobile,Books,Fiction Novel,562.65,2,0,0.0,1125.3,1125.3,UPI,5,Yes,Defective,4.8
ORD10485,2023-02-07,CUST00783,18-25,North,Email,Desktop,Toys,LEGO Set,5108.17,5,5,1277.04,25540.85,24263.81,Wallet,10,No,,4.1
ORD10486,2023-06-04,CUST00573,18-25,West,Paid Ads,Tablet,Electronics,Laptop,35580.2,4,0,0.0,142320.8,142320.8,Wallet,10,No,,5.0
ORD10487,2023-11-14,CUST00465,26-35,Central,Paid Ads,Tablet,Sports,Yoga Mat,1406.82,4,20,1125.46,5627.28,4501.82,Debit Card,10,Yes,Defective,8.9
ORD10488,2023-11-14,CUST00131,26-35,East,Referral,Tablet,Beauty,Serum,1066.34,4,25,1066.34,4265.36,3199.02,Debit Card,8,No,,4.2
ORD10489,2023-07-08,CUST00674,36-45,North,Email,Desktop,Clothing,Jacket,2543.37,3,10,763.01,7630.11,6867.1,Debit Card,1,No,,4.2
ORD10490,2023-12-08,CUST00340,46-55,East,Paid Ads,Mobile,Clothing,Jeans,2463.16,3,5,369.47,7389.48,7020.01,Net Banking,8,No,,5.0
ORD10491,2023-12-21,CUST00219,26-35,West,Paid Ads,Desktop,Toys,LEGO Set,3479.65,1,5,173.98,3479.65,3305.67,Debit Card,4,No,,3.9
ORD10492,2023-01-16,CUST00935,36-45,South,Paid Ads,Desktop,Toys,LEGO Set,2814.09,1,15,422.11,2814.09,2391.98,Wallet,9,Yes,Not as Described,2.9
ORD10493,2023-04-11,CUST00269,46-55,North,Social Media,Mobile,Clothing,Saree,,2,0,0.0,13804.5,13804.5,UPI,1,No,,4.4
ORD10494,2023-09-27,CUST00148,46-55,East,Social Media,Tablet,Books,Self Help,384.82,3,0,0.0,1154.46,1154.46,Net Banking,10,No,,4.2
ORD10495,2023-10-02,CUST00336,26-35,Central,Referral,Desktop,Beauty,Shampoo,748.66,5,5,187.16,3743.3,3556.14,Debit Card,5,No,,3.8
ORD10496,2023-03-27,CUST00384,26-35,West,Direct,Desktop,Beauty,Face Cream,1220.06,5,0,0.0,6100.3,6100.3,Net Banking,9,No,,5.0
ORD10497,2023-04-17,CUST00463,46-55,Central,Paid Ads,Desktop,Home & Kitchen,Cookware Set,3705.2,5,0,0.0,18526.0,18526.0,UPI,4,No,,3.1
ORD10498,2023-08-16,CUST00637,26-35,West,Social Media,Desktop,Sports,Yoga Mat,768.66,1,10,76.87,768.66,691.79,Net Banking,9,No,,3.2
ORD10499,2023-07-03,CUST00514,26-35,North,Organic Search,Mobile,Electronics,Laptop,69751.96,3,0,0.0,209255.88,209255.88,UPI,2,No,,3.5
ORD10500,2023-05-09,CUST00196,36-45,Central,Social Media,Mobile,Electronics,Tablet,20015.33,2,15,6004.6,40030.66,34026.06,UPI,5,No,,4.2
ORD10501,2023-10-24,CUST00525,55+,South,Email,Mobile,Home & Kitchen,Bedsheet,2457.82,4,20,1966.26,9831.28,7865.02,COD,1,No,,2.5
ORD10502,2023-02-13,CUST00428,26-35,Central,Paid Ads,Desktop,Sports,Badminton Set,2418.29,4,15,1450.97,9673.16,8222.19,Wallet,6,No,,2.3
ORD10503,2023-04-26,CUST00771,26-35,North,Referral,Mobile,Electronics,Smart Watch,16587.22,3,15,7464.25,49761.66,42297.41,Debit Card,7,No,,4.8
ORD10504,2023-07-15,CUST00487,18-25,North,Paid Ads,Mobile,Clothing,Saree,4890.97,5,20,4890.97,24454.85,19563.88,Wallet,4,No,,4.7
ORD10505,2023-01-14,CUST00934,55+,North,Email,Mobile,Sports,Cricket Bat,1160.3,5,25,1450.38,5801.5,4351.12,UPI,3,No,,4.3
ORD10506,2023-03-22,CUST00399,55+,West,Direct,Tablet,Sports,Yoga Mat,843.65,4,20,674.92,3374.6,2699.68,Net Banking,2,No,,2.9
ORD10507,2023-09-15,CUST00008,55+,South,Referral,Desktop,Clothing,Kurta,1607.69,3,5,241.15,4823.07,4581.92,COD,8,No,,4.6
ORD10508,2023-05-28,CUST00401,36-45,Central,Direct,Desktop,Books,Comic,238.81,1,0,0.0,238.81,238.81,Net Banking,8,No,,4.8
ORD10509,2023-12-24,CUST00892,18-25,North,Direct,Tablet,Books,Self Help,549.26,1,20,109.85,549.26,439.41,Wallet,1,No,,2.8
ORD10510,2023-07-08,CUST00420,26-35,North,Direct,Tablet,Clothing,Jacket,3056.39,5,0,0.0,15281.95,15281.95,Wallet,2,No,,2.6
ORD10511,2023-07-23,CUST00727,46-55,North,Organic Search,Tablet,Beauty,Lipstick,581.16,4,5,116.23,2324.64,2208.41,Wallet,1,Yes,Defective,4.0
ORD10512,2023-03-29,CUST00760,26-35,South,Email,Desktop,Clothing,Jacket,1701.28,3,0,0.0,5103.84,5103.84,Debit Card,1,No,,4.2
ORD10513,2023-08-15,CUST00831,26-35,East,Email,Mobile,Clothing,T-Shirt,1360.49,5,5,340.12,6802.45,6462.33,COD,1,No,,4.4
ORD10514,2023-07-11,CUST00015,26-35,North,Direct,Mobile,Electronics,Smartphone,40441.21,2,5,4044.12,80882.42,76838.3,Wallet,4,No,,4.2
ORD10515,2023-06-15,CUST00640,26-35,South,Organic Search,Desktop,Clothing,T-Shirt,740.38,1,15,111.06,740.38,629.32,UPI,9,No,,4.0
ORD10516,2023-07-19,CUST00666,36-45,Central,Email,Mobile,Clothing,T-Shirt,722.78,3,0,0.0,2168.34,2168.34,Wallet,4,No,,5.0
ORD10517,2023-11-20,CUST00996,36-45,East,Direct,Desktop,Sports,Badminton Set,1011.5,1,15,151.72,1011.5,859.78,Credit Card,7,No,,4.6
ORD10518,2023-07-15,CUST00014,26-35,West,Paid Ads,Tablet,Home & Kitchen,Air Fryer,8476.8,5,25,10596.0,42384.0,31788.0,Credit Card,9,No,,4.1
ORD10519,2023-03-19,CUST00039,26-35,East,Paid Ads,Desktop,Electronics,Laptop,63707.13,3,5,9556.07,191121.39,181565.32,UPI,7,No,,5.0
ORD10520,2023-01-13,CUST00553,18-25,South,Referral,Desktop,Beauty,Face Cream,877.13,4,10,350.85,3508.52,3157.67,COD,4,No,,3.7
ORD10521,2023-09-09,CUST00054,36-45,Central,Referral,Mobile,Home & Kitchen,Mixer Grinder,4654.17,1,0,0.0,4654.17,4654.17,Debit Card,2,No,,4.5
ORD10522,2023-03-26,CUST00293,36-45,West,Organic Search,Desktop,Sports,Yoga Mat,1352.48,4,10,540.99,5409.92,4868.93,Net Banking,4,No,,4.3
ORD10523,2023-03-21,CUST00438,46-55,South,Referral,Tablet,Books,Self Help,435.36,4,20,348.29,1741.44,1393.15,Debit Card,8,Yes,Changed Mind,4.5
ORD10524,2023-07-12,CUST00481,18-25,East,Email,Desktop,Home & Kitchen,Curtains,2283.68,-3,10,913.47,9134.72,8221.25,Net Banking,9,No,,4.4
ORD10525,2023-07-29,CUST00128,26-35,East,Direct,Desktop,Books,Textbook,1014.46,3,0,0.0,3043.38,3043.38,COD,1,No,,4.2
